,Shrt_Desc,Water_(g),Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Copper_mg),Panto_Acid_mg),Vit_A_IU,Vit_A_RAE,Vit_D_µg,Vit_D_IU,FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Calcium_(g),Iron_(g),Magnesium_(g),Phosphorus_(g),Potassium_(g),Sodium_(g),Zinc_(g),Manganese_(g),Selenium_(g),Vit_C_(g),Thiamin_(g),Riboflavin_(g),Niacin_(g),Vit_B6_(g),Folate_Tot_(g),Folic_Acid_(g),Food_Folate_(g),Folate_DFE_(g),Choline_Tot_ (g),Vit_B12_(g),Retinol_(g),Alpha_Carot_(g),Beta_Carot_(g),Beta_Crypt_(g),Lycopene_(g),Lut+Zea_ (g),Vit_E_(g),Vit_K_(g),Cholestrl_(g),GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2,Refuse_Pct,Energ_Kcal
1407,"SUCKER,WHITE,CKD,DRY HEAT",73.99,21.49,2.97,1.87,0.0,0.0,,0.25,0.865,196.0,59.0,,,0.579,0.905,1.035,0.09,0.0016699999999999998,0.038,0.269,0.487,0.051,0.0009599999999999999,0.000769,0.00016199999999999998,0.0,1.2e-05,8.5e-05,0.001462,0.000231,0.00017,0.0,0.00017,0.00017,,2.31e-05,0.00059,,,,,,,,0.053,124.0,1 fillet,85.0,3 oz,0.0,119
1408,"INF FORMULA, ABB NUTR,SIMIL,SENS,(LACTO FR), PD, W/ ARA & DH",2.2,11.13,28.14,3.0,55.67,0.0,55.67,0.451,2.33,1559.0,468.0,9.2,369.0,18.305,2.894,6.27,0.436,0.00933,0.03,0.293,0.557,0.158,0.00391,2.3e-05,9e-05,0.0451,0.000519,0.000782,0.005462,0.000316,0.00075,0.00075,0.0,0.00128,0.0835,1.28e-05,0.00468,0.0,0.0,0.0,0.0,0.0,0.00707,0.000414,0.015,30.0,1 fl oz,,,0.0,520
1409,"CISCO,RAW",78.93,18.99,1.91,1.2,0.0,0.0,,0.072,0.75,100.0,30.0,,,0.421,0.469,0.613,0.012,0.0004,0.017,0.152,0.354,0.055,0.00037,6.7e-05,0.000126,0.0,8.8e-05,0.0001,0.0025099999999999996,0.0003,0.00015,0.0,0.00015,0.00015,,1e-05,0.0003,,,,,,,,0.05,79.0,1 fillet,85.0,3 oz,0.0,98
1410,"EGGPLANT,CKD,BLD,DRND,W/SALT",89.67,0.83,0.23,1.13,8.14,2.5,3.2,0.059,0.075,37.0,2.0,0.0,0.0,0.044,0.02,0.093,0.006,0.00025,0.011,0.015,0.123,0.239,0.00011999999999999999,0.00011300000000000001,1e-06,0.0013,7.6e-05,2e-05,0.0006,8.599999999999999e-05,0.00014,0.0,0.00014,0.00014,0.0094,0.0,0.0,0.0,0.00022,0.0,0.0,0.0,0.00041,2.9e-05,0.0,99.0,"1 cup,  (1"" cubes)",,,0.0,33
1411,"SAFFLOWER SD KRNLS,DRIED",5.62,16.18,38.45,5.47,34.29,,,1.747,4.03,50.0,3.0,0.0,0.0,3.682,4.848,28.223,0.078,0.004900000000000001,0.353,0.644,0.687,0.003,0.00505,0.0020139999999999997,,0.0,0.001163,0.000415,0.002284,0.00117,0.0016,0.0,0.0016,0.0016,,0.0,0.0,,,,,,,,0.0,28.0,1 oz,,,49.0,517
1412,"CREAM SUB,PDR,LT",6.2,1.9,15.7,2.8,73.4,0.0,73.4,0.01,,15.0,1.0,0.0,0.0,3.8,11.5,0.198,0.001,2.9999999999999997e-05,0.0,0.136,0.902,0.229,2e-05,,8e-06,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1e-05,1e-05,0.0023,0.0,0.0,0.0,9e-05,0.0,0.0,0.0,0.00026000000000000003,3.9e-05,0.0,94.0,1 cup,3.0,1 packet,0.0,431
1413,"CEREALS RTE,GENERAL MILLS,OATMEAL CRISP,HEARTY RAISIN",4.69,8.5,3.79,2.09,80.8,7.5,27.29,0.328,,0.0,0.0,0.0,0.0,0.8,1.3,1.5,0.032,0.0145,0.065,0.161,0.355,0.195,0.0015,,0.000173,0.0004,0.0001,0.0001,0.0065,0.00064,0.00065,0.00046,0.00019,0.00096,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.00124,0.00039,2e-05,0.0,62.0,"1 cup,  (1 NLEA serving)",,,0.0,372
1414,"HONEY ROLL SAUSAGE,BEEF",64.78,18.58,10.5,3.98,2.18,0.0,,0.1,0.49,0.0,0.0,1.0,40.0,4.08,4.82,0.49,0.009,0.0022,0.016,0.137,0.291,1.322,0.00325,3.7e-05,0.000156,0.0,8e-05,0.000182,0.004165,0.00027,4e-05,0.0,4e-05,4e-05,,2.3500000000000002e-05,0.0,,,,,,,,0.05,23.0,"1 slice,  (4"" dia x 1/8"" thick)",28.35,1 oz,0.0,182
1415,"CHERRIES,SWT,CND,LT SYRUP PK,SOL&LIQUIDS",81.56,0.61,0.15,0.38,17.29,1.5,15.79,0.145,0.127,157.0,8.0,0.0,0.0,0.034,0.042,0.046,0.009,0.00035999999999999997,0.009,0.018,0.148,0.003,0.0001,5.9999999999999995e-05,0.0,0.0037,2.1000000000000002e-05,4.1e-05,0.00040300000000000004,2.9999999999999997e-05,4e-05,0.0,4e-05,4e-05,0.0040999999999999995,0.0,0.0,0.0,0.00094,0.0,0.0,0.00057,0.00023,1.4e-05,0.0,252.0,"1 cup, pitted",,,8.0,67
1416,"APPLE JUC,CND OR BTLD,UNSWTND,W/ ADDED VIT C",88.24,0.1,0.13,0.23,11.3,0.2,9.62,0.012,0.049,1.0,0.0,0.0,0.0,0.022,0.006,0.039,0.008,0.00011999999999999999,0.005,0.007,0.101,0.004,2e-05,7.4e-05,1e-06,0.0385,2.1000000000000002e-05,1.7e-05,7.3e-05,1.7999999999999997e-05,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.00016,1e-05,0.0,0.0,248.0,1 cup,31.0,1 fl oz,0.0,46
1417,"APPLEBEE'S,MOZZARELLA STKS",40.65,14.87,18.37,3.23,22.87,2.1,2.8,0.059,0.41,432.0,113.0,,,6.73,4.217,4.58,0.319,0.00043,0.02,0.307,0.106,0.838,0.002,0.00023899999999999998,0.00017600000000000002,,7.3e-05,0.00026000000000000003,0.00066,6.7e-05,,,,,,9.9e-06,0.0011,0.0,0.00037,4e-05,0.0,0.00044,0.0007099999999999999,0.000222,0.033,32.0,1 piece,289.0,1 serving,0.0,316
1418,"CHEESECAKE PREP FROM MIX,NO-BAKE TYPE",44.2,5.5,12.7,2.0,35.5,1.9,,0.029,0.612,366.0,96.0,,,6.691,4.519,0.808,0.172,0.00047,0.019,0.234,0.211,0.38,0.00046,0.00011999999999999999,4.7000000000000004e-05,0.0005,0.000121,0.000263,0.000493,5.2e-05,0.0003,0.00012,0.00018,0.00038,,3.1e-06,0.00092,,,,,,,,0.029,28.0,1 oz,99.0,"1 piece,  (1/12 of 9"" dia)",0.0,274
1419,"CEREALS,CRM OF WHEAT,REG (10 MINUTE),CKD W/ H2O,WO/ SALT",87.61,1.44,0.21,0.21,10.52,0.5,0.03,0.04,0.071,0.0,0.0,0.0,0.0,0.033,0.028,0.114,0.087,0.0037400000000000003,0.005,0.015,0.016,0.006,0.00013000000000000002,0.0,2.8e-05,0.0,5.5e-05,2.5e-05,0.0005200000000000001,1.3e-05,0.00012,8e-05,3e-05,0.00018,,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,2e-05,1e-06,0.0,251.0,"1 cup,  (1 serving)",16.0,1 tbsp,0.0,50
1420,"FLAN,CARAMEL CUSTARD,DRY MIX",7.8,0.0,0.0,0.61,91.6,0.0,,0.015,0.0,0.0,0.0,,,,,,0.024,8e-05,0.0,0.001,0.153,0.432,4e-05,7e-06,0.000213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,85.0,"1 package,  (3 oz)",21.0,"1 portion,  amount to make 1/2 cup",0.0,348
1421,"ASPARAGUS,CND,DRND SOL",93.98,2.14,0.65,0.77,2.46,1.6,1.06,0.096,0.139,822.0,41.0,0.0,0.0,0.147,0.021,0.284,0.016,0.00183,0.01,0.043,0.172,0.287,0.0004,0.00017,1.7e-05,0.0184,6.1e-05,0.0001,0.000954,0.00011,0.00096,0.0,0.00096,0.00096,0.0214,0.0,0.0,0.0,0.00493,0.0,0.00024,0.0063,0.00122,0.00041299999999999996,0.0,242.0,1 cup,18.0,"1 spear,  (about 5"" long)",0.0,19
1422,"TURKEY,RTL PARTS,WING,MEAT ONLY,RAW",75.05,22.48,2.49,0.94,0.0,0.0,0.0,0.047,0.68,17.0,5.0,0.2,7.0,0.458,0.478,0.472,0.006,0.0006,0.019,0.147,0.222,0.069,0.00261,5e-06,0.00021600000000000002,0.0,3.8e-05,0.000127,0.006377,0.000705,7e-05,,7e-05,,0.0504,9.2e-06,5e-05,0.0,0.0,0.0,0.0,0.0,0.00011,0.0,0.066,28.0,3 oz,518.0,1 wing,55.0,112
1423,"CANDIES,CHOC COVERED,CARAMEL W/NUTS",6.1,9.5,21.0,2.73,60.67,4.3,41.35,0.58,,149.0,42.0,0.0,0.0,4.657,9.444,5.834,0.078,0.0017,0.081,0.166,0.445,0.156,0.0018700000000000001,,2.8e-05,0.0014,4e-05,0.00016,0.0047599999999999995,0.00016,0.00092,0.0,0.00092,0.00092,0.0339,0.0,0.00041,0.0,7e-05,0.0,0.0,0.0,0.0011,3.2e-05,0.0,14.0,1 piece,,,0.0,470
1424,POPPY SEED,5.95,17.99,41.56,6.37,28.13,19.5,2.99,1.627,0.324,0.0,0.0,0.0,0.0,4.517,5.982,28.569,1.438,0.00976,0.347,0.87,0.719,0.026,0.0079,0.006706999999999999,0.000135,0.001,0.0008539999999999999,0.0001,0.000896,0.000247,0.00082,0.0,0.00082,0.00082,0.0088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00177,0.0,0.0,2.0,1 tsp,8.8,1 tbsp,0.0,525
1425,"ALCOHOLIC BEV,BEER,REG,BUDWEISER",92.77,0.36,0.0,0.11,2.97,0.0,,0.003,,,,,,,,,0.004,0.0,0.007,0.013,0.033,0.003,0.0,8.999999999999999e-06,,,,,,,,,,,,,,,,,,,,,0.0,29.0,1 fl oz,357.0,12 fl oz,0.0,41
1426,"CRANBERRY SAU,CND,SWTND",60.65,0.2,0.15,0.1,38.9,1.0,37.9,0.02,,42.0,2.0,0.0,0.0,0.013,0.021,0.066,0.004,0.00022,0.003,0.006,0.026,0.029,5e-05,5.9999999999999995e-05,3e-06,0.002,1.4999999999999999e-05,2.1000000000000002e-05,0.0001,1.4e-05,1e-05,0.0,1e-05,1e-05,0.0038,0.0,0.0,0.0,0.00025,0.0,0.0,0.00063,0.00083,1.4e-05,0.0,277.0,1 cup,57.0,"1 slice,  (1/2"" thick, approx 8 slices per can)",0.0,151
1427,"SOUP,SPLIT PEA W/ HAM,CHUNKY,RED FAT,RED NA,RTS,SINGLE BRAND",81.0,5.2,1.1,1.4,11.3,,,,,2625.0,131.0,,,0.3,0.404,0.198,,0.00092,,,,0.343,,,,0.004200000000000001,,,,,,,,,,,0.0,0.0075,0.012,,,,,,0.006,243.0,1 serving,539.0,"1 package,  yields",0.0,76
1428,"LOGANBERRIES,FROZEN",84.61,1.52,0.31,0.54,13.02,5.3,7.7,0.117,0.244,35.0,2.0,0.0,0.0,0.011,0.03,0.176,0.026,0.00064,0.021,0.026,0.145,0.001,0.00034,0.001247,2e-06,0.015300000000000001,5e-05,3.4e-05,0.0008399999999999999,6.500000000000001e-05,0.00026,0.0,0.00026,0.00026,0.0085,0.0,0.0,0.0,0.00021,0.0,0.0,0.00118,0.00087,7.8e-05,0.0,147.0,"1 cup, unthawed",,,0.0,55
1429,"CRISPED RICE BAR,ALMOND",6.7,7.0,20.4,1.4,64.6,3.6,,0.247,0.556,2645.0,,,,3.77,7.5,7.73,0.074,0.00635,0.071,0.167,0.229,0.234,0.00529,0.001601,,0.0115,0.001323,0.0014990000000000001,0.017635,0.001764,0.0,,0.0,,,0.0,,,,,,,,,0.0,28.0,"1 bar,  (1 oz)",,,0.0,458
1430,"LAMB,NZ,IMP,FRZ,RIB,LN&FAT,1/8""FAT,RAW",56.61,15.87,27.0,0.85,0.0,0.0,,0.067,0.5,0.0,0.0,,,13.7,10.35,1.16,0.015,0.0014299999999999998,0.013,0.153,0.12,0.042,0.00219,1.7e-05,1.3000000000000001e-05,0.0,0.00011999999999999999,0.00026000000000000003,0.0062900000000000005,8.999999999999999e-05,1e-05,0.0,1e-05,1e-05,,2.22e-05,0.0,,,,,,,,0.08,28.0,1 oz,453.6,1 lb,33.0,311
1431,"CANDIES,5TH AVENUE CANDY BAR",2.3,8.78,23.98,1.91,62.68,3.1,47.19,0.21,0.54,51.0,14.0,0.0,0.0,6.65,10.6,3.39,0.073,0.0012,0.062,0.141,0.347,0.225,0.0011200000000000001,5e-05,6e-06,0.0004,0.00014000000000000001,8.999999999999999e-05,0.0039,0.00011,0.00036,0.0,0.00036,0.00036,0.0149,1.8e-06,0.00014,0.0,1e-05,0.0,0.0,0.0,0.0027,2.7000000000000002e-05,0.006,56.0,"1 bar,  2 oz",16.0,"1 bar,  snack size",0.0,482
1432,"BEANS,BLACK TURTLE,MATURE SEEDS,CKD,BLD,W/ SALT",65.74,8.18,0.35,1.38,24.35,8.3,0.32,0.269,0.26,6.0,0.0,0.0,0.0,0.089,0.03,0.149,0.055,0.00285,0.049,0.152,0.433,0.239,0.00076,0.00032700000000000003,1.2e-05,0.0,0.000225,5.6e-05,0.000527,7.7e-05,0.00086,0.0,0.00086,0.00086,0.032600000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00087,3.2999999999999996e-05,0.0,185.0,1 cup,,,0.0,130
1433,"OSTRICH,FAN,RAW",75.93,21.81,2.65,0.61,0.0,0.0,0.0,0.136,1.165,0.0,0.0,,,0.95,0.95,0.5,0.006,0.00438,0.022,0.211,0.308,0.075,0.0037099999999999998,1.7e-05,0.00034899999999999997,0.0,0.00019600000000000002,0.00028799999999999995,0.0047220000000000005,0.000513,8e-05,0.0,8e-05,8e-05,,4.9699999999999995e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,,0.073,85.0,"1 serving,  ( cooked from 4oz raw)",28.35,1 oz,0.0,117
1434,"OKRA,CKD,BLD,DRND,WO/SALT",92.57,1.87,0.21,0.84,4.51,2.5,2.4,0.085,0.213,283.0,14.0,0.0,0.0,0.045,0.028,0.046,0.077,0.00028000000000000003,0.036,0.032,0.135,0.006,0.00043,0.000294,4e-06,0.016300000000000002,0.000132,5.5e-05,0.000871,0.000187,0.00046,0.0,0.00046,0.00046,0.0087,0.0,0.0,0.0,0.0017,0.0,0.0,0.0039,0.00027,0.0004,0.0,80.0,".5 cup, slices",85.0,"8 pods,  (3"" long)",0.0,22
1435,"Snacks, granola bar, QUAKER, DIPPS, all flavors",5.56,7.52,20.42,1.55,64.96,3.2,37.61,0.217,0.393,15.0,4.0,0.1,3.0,8.693,3.499,7.051,0.065,0.00116,0.055,0.162,0.231,0.269,0.0012,0.001138,0.000146,0.0003,0.000132,9.7e-05,0.0010069999999999999,0.000115,0.00012,0.0,0.00012,0.00012,0.0202,6e-07,4e-05,0.0,1e-05,0.0,0.0,0.00043,0.00419,2e-05,0.0,31.0,1 bar,,,0.0,480
1436,"CEREALS RTE,GENERAL MILLS,COOKIE CRISP",2.3,5.2,4.4,3.5,84.5,5.1,34.8,0.213,0.41,1923.0,546.0,3.8,154.0,0.8,1.4,1.7,0.385,0.0173,0.031,0.154,0.231,0.457,0.0144,0.00035299999999999996,7.3e-05,0.023100000000000002,0.0014,0.0016,0.0192,0.001923,0.00385,0.00366,0.00019,0.00641,0.0128,5.8e-05,0.00539,0.00037,0.00057,0.0,0.0,0.00803,0.00057,1.5e-05,0.0,26.0,".75 cup,  (1 NLEA serving)",,,0.0,380
1437,CAMPBELL'S FAT FREE CHICK GRAVY,91.7,1.69,0.0,1.52,5.08,,,,,169.0,,,,0.0,,,,,,,,0.525,,,,,,,,,,,,,,,,,,,,,,,0.008,59.0,.25 cup,,,0.0,25
1438,"ALCOHOLIC BEV,PINA COLADA,CND",54.9,0.6,7.6,0.3,27.6,0.1,,0.087,0.054,24.0,1.0,,,6.571,0.442,0.137,0.001,2.9999999999999997e-05,0.006,0.036,0.083,0.071,0.0002,0.000319,7e-06,0.0015,1.7e-05,5e-06,0.000104,1.7e-05,6e-05,0.0,6e-05,6e-05,,0.0,0.0,,,,,,,,0.0,32.0,1 fl oz,222.0,"1 can,  (6.8 fl oz, 200 ml)",0.0,237
1439,"CHEESE,WHITE,QUESO BLANCO",48.7,20.38,24.31,4.07,2.53,,1.76,0.025,0.397,555.0,157.0,0.7,27.0,13.661,6.459,1.149,0.69,0.00017999999999999998,0.029,0.467,0.126,0.704,0.0030600000000000002,2.1000000000000002e-05,0.00013800000000000002,,4.8e-05,0.00023,3.5000000000000004e-05,8.599999999999999e-05,,,,,0.0154,1.75e-05,0.00155,0.0,0.00023,2e-05,0.0,3e-05,0.00047,1.6e-05,0.07,118.0,"1 cup, crumbled",,,0.0,310
1440,"CHEESE,GJETOST",13.44,9.65,29.51,4.75,42.65,0.0,,0.08,3.351,1113.0,334.0,,,19.16,7.879,0.938,0.4,0.0005200000000000001,0.07,0.444,1.409,0.6,0.00114,4e-05,0.000145,0.0,0.000315,0.001382,0.0008129999999999999,0.00027100000000000003,5e-05,0.0,5e-05,5e-05,,2.42e-05,0.00334,,,,,,,,0.094,28.0,1 oz,227.0,"1 package,  (8 oz)",0.0,466
1441,"BREAD,WHITE,COMMLY PREP,LO NA,NO SALT",36.7,8.2,3.6,1.9,49.6,2.3,4.31,0.126,0.39,1.0,0.0,0.0,0.0,0.811,1.612,0.744,0.108,0.0030299999999999997,0.024,0.094,0.119,0.298,0.00062,0.000383,0.00022600000000000002,0.0,0.000472,0.00034100000000000005,0.0039689999999999994,6.4e-05,0.00111,0.00086,0.00025,0.00171,0.0146,3e-07,0.0,0.0,0.0,0.0,0.0,0.00044,0.00022,3.1e-05,0.001,28.0,1 oz,45.0,"1 cup, crumbs",0.0,267
1442,"INF FORMULA,NESTLE,GOOD START SOY,W/ ARA & DHA,PDR",2.5,12.5,25.6,3.8,55.6,0.0,44.38,0.401,,1503.0,451.0,7.5,301.0,11.0,8.1,6.0,0.526,0.009,0.055,0.316,0.581,0.2,0.00451,,0.00015,0.0601,0.000301,0.00047099999999999996,0.006764,0.000301,0.0008,0.0008,0.0,0.00136,0.06,1.5e-05,0.00451,0.0,0.0,0.0,0.0,0.0,0.00734,0.000451,0.006,9.0,1 scoop,,,0.0,503
1443,"TURKEY,RTL PARTS,ENHANCED,BREAST,MEAT & SKN,RAW",72.76,20.79,6.75,1.13,0.03,0.0,0.01,0.043,0.894,50.0,15.0,0.3,13.0,1.24,3.04,2.47,0.009,0.00043,0.023,0.171,0.221,0.126,0.00107,5e-06,0.00020800000000000001,0.0,4.4999999999999996e-05,0.000148,0.009170999999999999,0.000756,7e-05,0.0,7e-05,7e-05,0.061,4e-06,0.00015,0.0,0.0,0.0,0.0,3e-05,0.0001,0.0,0.064,85.0,3 oz,1171.0,1 breast,15.0,144
1444,KELLOGG'S EGGO LOWFAT BLUEBERRY NUTRI - GRAIN WAFFLES,46.06,5.95,2.83,2.45,42.71,3.5,8.89,,,1282.0,,,,0.41,1.15,0.8,0.061,0.00462,0.054,0.077,0.068,0.591,,,,0.0,0.00038,0.00044,0.00513,0.00051,0.00051,,,,,1.54e-05,,,,,,,,,0.0,35.0,"1 waffle, round (4"" dia) (include frozen)",70.0,1 serving,0.0,208
1445,"BABYFOOD,DINNER,BF STEW,TODD",86.9,5.1,1.2,1.4,5.5,1.1,1.39,0.072,,1649.0,82.0,0.0,1.0,0.58,0.44,0.1,0.009,0.0007199999999999999,0.011,0.044,0.142,0.106,0.00087,,4.5e-05,0.003,1.4e-05,6.500000000000001e-05,0.001313,7.4e-05,6e-05,0.0,6e-05,6e-05,0.0165,5.1e-06,0.0,0.00346,0.00816,0.0,0.02575,0.00026,0.0005,2.5e-05,0.013,28.0,1 oz,170.0,1 jar,0.0,51
1446,"MUSHROOMS,PORTABELLA,EXPOSED TO UV LT,RAW",92.82,2.11,0.35,0.85,3.87,1.3,2.5,0.286,1.14,0.0,0.0,11.2,446.0,0.06,0.02,0.117,0.003,0.00031,0.01,0.108,0.364,0.009,0.00053,6.900000000000001e-05,0.00018600000000000002,0.0,5.9e-05,0.00013000000000000002,0.004494,0.000148,0.00028,0.0,0.00028,0.00028,0.0212,5e-07,,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,86.0,"1 cup, diced",84.0,"1 piece, whole",3.0,22
1447,"CHILD FORMULA,ABBOTT NUTR,PEDIASURE,RTF (FORMERLY ROSS)",80.47,2.86,4.77,0.75,11.15,0.0,10.5,0.095,0.955,246.0,74.0,1.2,48.0,1.256,1.936,1.068,0.093,0.00134,0.019,0.076,0.125,0.036,0.00115,0.00023899999999999998,2.2000000000000003e-05,0.0095,0.000258,0.000201,0.0016140000000000002,0.000248,0.00035,0.00036,0.0,0.0006,0.029,5.7e-06,0.00074,0.0,0.0,0.0,0.0,0.0,0.00146,3.6e-05,0.002,31.0,1 fl oz,,,0.0,99
1448,"LAMB,DOM,LEG,SIRLOIN HALF,LN&FAT,1/8""FAT,CHOIC,CKD,RSTD",54.85,24.95,19.67,1.0,0.0,0.0,,0.113,0.67,0.0,0.0,,,8.26,8.3,1.42,0.011,0.0020099999999999996,0.023,0.185,0.304,0.068,0.004200000000000001,2.3e-05,0.000258,0.0,0.00011,0.00028000000000000003,0.0065899999999999995,0.00014000000000000001,0.00017,0.0,0.00017,0.00017,,2.54e-05,0.0,,,,,,,,0.096,85.0,3 oz,260.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",23.0,284
1449,"LAMB,NZ,IMP,KIDNEY,RAW",81.02,15.21,2.54,1.19,0.03,0.0,0.0,0.361,3.207,204.0,61.0,0.1,5.0,0.768,0.391,0.54,0.008,0.0066,0.016,0.245,0.231,0.168,0.00181,8.400000000000001e-05,0.000936,0.0,0.00041299999999999996,0.001279,0.008426,0.00017299999999999998,,,,,,0.0005036999999999999,0.00061,0.0,0.0,0.0,0.0,0.0,0.00041999999999999996,,0.369,113.0,4 oz,,,4.0,84
1450,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,CKD,RSTD",67.69,24.22,7.8,1.04,0.0,0.0,0.0,0.061,1.209,22.0,7.0,0.1,5.0,2.108,3.052,1.605,0.012,0.00108,0.024,0.205,0.269,0.099,0.00211,1.9e-05,0.000252,0.0,9.1e-05,0.000189,0.006053,0.000425,5e-05,0.0,5e-05,5e-05,0.0634,3.9e-06,7e-05,0.0,0.0,0.0,0.0,0.0,0.00016,3.6e-05,0.128,85.0,3 oz,199.0,"1 leg, bone and skin r (Sum of drumstick+thigh+back meat only)",41.0,174
1451,"MARGARINE,REG,80% FAT,COMP,STK,W/ SALT,W/ ADDED VITAMIN D",16.52,0.16,80.71,1.92,0.7,0.0,0.0,0.0,,3577.0,819.0,10.7,429.0,15.189,38.877,24.302,0.003,5.9999999999999995e-05,0.003,0.005,0.018,0.751,0.0,,0.0,0.0002,1e-05,3.7e-05,2.3e-05,8.999999999999999e-06,1e-05,0.0,1e-05,1e-05,0.0124,1e-06,0.00768,0.0,0.0061,0.0,0.0,0.0,0.009,0.00093,0.0,14.0,1 tablespoon,227.0,1 cup,0.0,717
1452,"BEEF,NZ,IMP,LIVER,RAW",70.39,20.5,4.05,1.46,3.6,0.0,0.0,5.3,10.3,94398.0,28319.0,0.0,1.0,1.185,0.464,0.88,0.004,0.00844,0.019,0.362,0.327,0.053,0.003,0.299,0.000165,0.0,0.000371,0.002347,0.0154,0.000428,,,,,,0.000845,0.28319,0.0,0.0,0.0,0.0,0.0,0.00184,,0.254,113.0,4 oz,,,3.0,133
1453,"ALCOHOLIC BEV,WINE,DSSRT,SWT",70.51,0.2,0.0,0.3,13.69,0.0,7.78,0.045,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.00023999999999999998,0.009,0.009,0.092,0.009,7.000000000000001e-05,0.00011899999999999999,5e-06,0.0,1.7999999999999997e-05,1.7999999999999997e-05,0.000213,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1 fl oz,103.0,"1 glass,  (3.5 fl oz)",0.0,160
1454,"KELLOGG'S,EGGO,BISCUIT SCRAMBLERS,EGG & CHS",43.3,8.8,7.6,,38.3,2.3,4.7,,,,,0.0,0.0,4.0,1.5,1.1,0.133,0.0027,0.014,0.217,0.234,0.583,0.0005,,,,0.0003,0.00027,0.0024,2.9999999999999997e-05,0.00075,,,,,1e-06,,,,,,,0.0,,0.028,105.0,1 bscuit,,,0.0,254
1455,"BEEF,NZ,IMP,CHUCK EYE ROLL,LN,CKD,BRSD",59.68,32.08,8.89,0.78,0.0,0.0,0.0,0.098,0.0,41.0,12.0,0.2,6.0,2.894,3.172,0.382,0.006,0.00271,0.019,0.157,0.189,0.038,0.007809999999999999,1e-05,2.1000000000000002e-05,0.0,2.8e-05,0.00014199999999999998,0.0020350000000000004,0.000147,,,,,,1.97e-05,0.00012,0.0,0.0,0.0,0.0,0.0,0.0009,,0.098,85.0,1 serving,,,8.0,208
1456,"HYACINTH BNS,MATURE SEEDS,CKD,BLD,W/SALT",69.13,8.14,0.58,1.46,20.7,,,0.341,0.316,0.0,0.0,0.0,0.0,0.099,0.026,0.245,0.04,0.00458,0.082,0.12,0.337,0.243,0.00285,0.000482,2.8e-05,0.0,0.00027,3.7e-05,0.00041099999999999996,3.7e-05,4e-05,0.0,4e-05,4e-05,,0.0,0.0,,,,,,,,0.0,194.0,1 cup,,,0.0,117
1457,"BEEF,TOP LOIN PETITE ROAST/FILET,BNLESS,LN,1/8"" FAT,SEL,RAW",71.8,22.77,4.88,1.01,0.0,0.0,0.0,0.098,,8.0,2.0,0.1,3.0,1.621,2.062,0.134,0.005,0.00239,0.025,0.22,0.387,0.057,0.0057599999999999995,,0.00023600000000000002,0.0,8.3e-05,0.000211,0.005973,0.0006450000000000001,4e-05,0.0,4e-05,4e-05,,2.8199999999999998e-05,2e-05,0.0,0.0,0.0,0.0,0.0,,1.5e-05,0.076,85.0,3 oz,166.0,1 fillet,19.0,135
1458,"KEEBLER,WAFFLE BOWLS",2.0,6.5,5.3,,87.7,1.8,31.6,,,,,,,0.86,1.86,1.35,,0.003,0.015,0.08,0.1,0.149,0.0007,,,,0.00054,0.00033,0.00434,2.9999999999999997e-05,0.00124,,,,,0.0,,,,,,,5e-05,,,12.0,1 waffle,,,0.0,424
1459,"KEEBLER,GRIPZ,CHIPS DELUXE,CHOC CHIP COOKIES,BITE-SIZE",2.7,5.3,19.3,,71.3,2.5,31.4,,,,,,,7.7,4.9,5.6,,0.0037,0.036,0.083,0.152,0.385,0.0008,,,,0.000367,0.00023,0.003,2e-05,0.00085,,,,,,,,,,,,,,0.0,25.0,1 pouch,,,0.0,473
1460,"BREAD,PARATHA (INDIAN BREAD),WHL WHEAT,FRZ",33.5,6.36,13.2,1.59,45.35,9.6,4.15,0.146,0.465,6.0,2.0,0.0,0.0,5.826,3.837,2.484,0.025,0.00161,0.037,0.12,0.139,0.452,0.00082,0.001054,7.099999999999999e-05,0.0,0.00011,7.6e-05,0.00183,8e-05,0.0001,0.0,0.0001,0.0001,0.0063,0.0,2e-05,0.0,0.0,0.0,0.0,0.00012,0.00135,3.4e-05,0.001,79.0,1 piece,,,0.0,326
