Shrt_Desc,Water_(g),Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Vit_A(g),Calcium_(g),Iron_(g),Magnesium_(g),Phosphorus_(g),Potassium_(g),Sodium_(g),Zinc_(g),Copper_g),Manganese_(g),Selenium_(g),Vit_C_(g),Thiamin_(g),Riboflavin_(g),Niacin_(g),Panto_Acid_g),Vit_B6_(g),Folate_Tot_(g),Folic_Acid_(g),Food_Folate_(g),Choline_Tot_ (g),Vit_B12_(g),Retinol_(g),Alpha_Carot_(g),Beta_Carot_(g),Beta_Crypt_(g),Lycopene_(g),Lut+Zea_ (g),Vit_E_(g),Vit_D_g,Vit_K_(g),Cholestrl_(g),Energ_Kcal
"BEEF,RND,TIP RND,RST,LN,0"" FAT,ALL GRDS,RAW",74.48,21.07,3.95,1.03,0.0,0.0,0.0,1.376,1.641,0.201,0.0,0.018,0.00177,0.022,0.198,0.323,0.054,0.0038900000000000002,9.1e-05,1.3e-05,0.00026,0.0,8.400000000000001e-05,0.000135,0.0062169999999999994,0.000623,0.000612,0.00012,0.0,0.00012,0.088,1.47e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00027,,1.1000000000000001e-05,0.057,126
"ICE CRM CONES,CAKE OR WAFER-TYPE",5.3,8.1,6.9,0.7,79.0,3.0,6.0,1.222,1.845,3.264,0.0,0.025,0.0036,0.026,0.097,0.112,0.256,0.00067,0.000204,0.0005719999999999999,4.8e-05,0.0,0.00025,0.000354,0.0044269999999999995,0.000479,2.9999999999999997e-05,0.00173,0.00168,5e-05,0.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.00017,0.00078,0.0,1.8e-05,0.0,417
"ELK,FREE RANGE,GROUND,CKD PATTIES (SHOSHONE BANNOCK)",67.78,29.45,2.8,0.78,0.0,,0.0,1.138,0.952,0.239,0.0,0.005,0.00906,0.026,0.236,0.379,0.056,0.00779,0.000204,4.2999999999999995e-05,0.000235,0.0,0.000175,0.000497,0.00785,0.00103,0.000782,1e-05,0.0,1e-05,,4.25e-05,,0.0,0.0,0.0,0.0,0.0,0.00079,,,0.07,143
"OSTRICH,OUTSIDE LEG,RAW",75.59,22.86,1.96,0.62,0.0,0.0,0.0,0.61,0.59,0.43,0.0,0.005,0.00265,0.023,0.221,0.322,0.09,0.0038900000000000002,0.00014199999999999998,1.7999999999999997e-05,0.000366,0.0,0.000205,0.00030199999999999997,0.004949,0.001221,0.000537,8e-05,0.0,8e-05,,5.21e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,,,0.065,115
"PEAS,GREEN,RAW",78.86,5.42,0.4,0.87,14.45,5.1,5.67,0.071,0.035,0.187,0.002295,0.025,0.00147,0.033,0.108,0.244,0.005,0.00124,0.000176,0.00041,1.8e-05,0.04,0.000266,0.000132,0.00209,0.000104,0.00016900000000000002,0.00065,0.0,0.00065,0.028399999999999998,0.0,0.0,0.00021,0.00449,0.0,0.0,0.02477,0.00013000000000000002,0.0,0.000248,0.0,81
"USDA COMMODITY,BF,GROUND,BULK/COARSE GROUND,FRZ,RAW",65.81,17.37,17.07,0.86,0.0,0.0,,6.813,7.413,0.71,0.0,0.007,0.0016899999999999999,0.017,0.122,0.246,0.057,0.00359,6.2e-05,1.4999999999999999e-05,0.000121,0.0,5.6e-05,0.000232,0.004207,0.00036199999999999996,0.000241,7e-05,0.0,7e-05,,1.91e-05,0.0,,,,,,,,,0.069,228
"BEETS,CND,DRND SOL",90.96,0.91,0.14,0.78,7.21,1.8,5.51,0.022,0.027,0.049,7.199999999999999e-05,0.015,0.00182,0.017,0.017,0.148,0.194,0.00020999999999999998,5.9e-05,0.000287,5e-06,0.0040999999999999995,1e-05,4e-05,0.000157,0.000156,5.7e-05,0.0003,0.0,0.0003,0.0075,0.0,0.0,0.0,0.00015,0.0,0.0,0.0,2.9999999999999997e-05,0.0,2e-06,0.0,31
"RHUBARB,FRZ,CKD,W/SUGAR",67.79,0.39,0.05,0.56,31.2,2.0,28.7,0.014,0.01,0.025,0.00021899999999999998,0.145,0.00020999999999999998,0.012,0.008,0.096,0.001,8e-05,2.7e-05,7.3e-05,9e-06,0.0033,1.7999999999999997e-05,2.3e-05,0.0002,5e-05,2e-05,5e-05,0.0,5e-05,0.0044,0.0,0.0,0.0,0.00044,0.0,0.0,0.00123,0.00019,0.0,0.000211,0.0,116
"BUFFALO,FREE RANGE,TOP RND STEAK,CKD (SHOSHONE BANNOCK)",64.28,32.51,1.8,1.22,0.0,,,0.595,0.614,0.171,,0.004,0.00376,0.027,0.246,0.376,0.041,0.005059999999999999,0.000189,1.1e-05,0.000105,,0.00016900000000000002,0.000462,0.007019999999999999,0.00101,0.000794,8e-05,0.0,8e-05,,1.67e-05,,,,,,,0.0005899999999999999,,,0.082,146
"KEEBLER,FUDGE SHOPPE,CHEESECAKE MIDDLES,DK CHOC",2.0,4.4,26.5,,64.7,4.1,33.7,14.1,3.9,7.1,,,0.0035,0.024,0.041,0.232,0.32,0.0001,,,,,0.00022,0.00011999999999999999,0.0017,,,0.00032,,,,,,,,,,,,,,0.001,506
"VEAL,LEG (TOP RND),LN&FAT,CKD,BRSD",55.49,36.16,6.33,1.95,0.0,0.0,0.0,2.53,2.36,0.47,0.0,0.008,0.00132,0.029,0.249,0.383,0.067,0.00396,0.00014000000000000001,3.9e-05,0.000154,0.0,5.9999999999999995e-05,0.00035,0.01056,0.00102,0.00035999999999999997,0.00018,0.0,0.00018,0.1412,1.17e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00049,0.0,7e-05,0.134,211
"COOKIE,VANILLA W/ CARAMEL,COCNT,& CHOC COATING",5.7,3.5,25.8,0.77,64.1,4.4,35.8,17.7,2.8,3.7,7.5e-05,0.04,0.0032,0.03,0.076,0.195,0.182,0.0005,0.00038,0.00022700000000000002,9.400000000000001e-05,0.0002,0.00014000000000000001,0.00011999999999999999,0.0012,0.00014099999999999998,5e-05,0.00028,0.0002,8e-05,0.0114,4e-07,6e-05,0.0,1e-05,0.0,0.0,0.0001,0.00242,0.0,5e-05,0.002,489
"ONIONS,FRZ,CHOPD,CKD,BLD,DRND,WO/SALT",92.24,0.77,0.1,0.3,6.59,1.8,2.9,0.016,0.013,0.038,6e-06,0.016,0.0003,0.006,0.019,0.108,0.012,7.000000000000001e-05,1.9e-05,7.099999999999999e-05,4e-06,0.0026,2.3e-05,2.5e-05,0.00013900000000000002,9.900000000000001e-05,6.900000000000001e-05,0.00013,0.0,0.00013,0.0044,0.0,0.0,0.0,1e-05,0.0,0.0,3e-05,1e-05,0.0,3e-06,0.0,28
"TODDL FORM,ME JOHN,ENFA,PREM (FORME ENL,LIPIL,NEXT STEP),PDR",3.0,13.0,26.9,2.0,56.0,0.0,53.0,11.45,10.03,5.445,0.00456,0.6,0.009,0.04,0.42,0.65,0.21,0.0045,0.00045,,0.00014,0.045,0.0005,0.00075,0.0053,,0.0003,0.00081,0.00081,0.0,0.121,1.52e-05,0.00456,0.0,0.0,0.0,0.0,0.0,0.0045,7.5e-05,0.0,0.007,501
"WHEAT GERM,CRUDE",11.12,23.15,9.72,4.21,51.8,13.2,,1.665,1.365,6.01,0.0,0.039,0.00626,0.239,0.842,0.892,0.012,0.012289999999999999,0.000796,0.013301,0.0007920000000000001,0.0,0.001882,0.000499,0.006813,0.0022570000000000003,0.0013,0.00281,0.0,0.00281,,0.0,0.0,,,,,,,0.0,,0.0,360
"TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,W/ VIT C,PDR",0.3,0.6,0.3,1.1,97.6,0.0,,0.037,0.011,0.091,0.0,0.003,0.00016,0.011,0.014,0.217,0.005,0.0001,2.5e-05,0.0029649999999999998,7e-06,0.1,0.0,0.0002,0.00040699999999999997,0.00011,2.2e-05,0.00043,0.0,0.00043,,0.0,0.0,,,,,,,,,0.0,385
"KELLOGG'S,SPL K,CRACKER CHIPS,SEA SALT",2.8,6.8,7.6,,75.4,10.8,0.6,1.4,2.1,4.0,,,0.0018,0.072,0.19,0.87,0.76,0.001,,,,,0.00061,8e-05,0.0044,,0.00039,0.00038,,,,0.0,,,,,,,0.0,0.0,,0.0,361
"SUNSHINE,CHEEZ-IT,WHITE CHEDDAR,RED FAT CRACKERS",2.2,9.7,13.6,,72.0,2.5,1.2,4.0,3.0,5.3,,,0.0047,0.018,0.079,0.121,0.789,,,,,,0.00067,0.00041,0.0055,,,0.00157,,,,,,,,,,,,,,0.007,443
"KEEBLER,CHIPS DELUXE,COCNT COOKIES",2.5,5.7,29.3,,61.5,3.7,28.4,14.1,5.5,7.7,,,0.0025,0.028,0.075,0.147,0.293,0.0005,,,,,0.0003,0.0002,0.0022,,4e-05,0.00056,,,,,,,,,,,,,,0.0,530
"CAULIFLOWER,FRZ,CKD,BLD,DRND,W/SALT",94.0,1.61,0.22,1.01,3.16,2.7,0.46,0.034,0.015,0.105,3e-05,0.017,0.00041,0.009,0.024,0.139,0.254,0.00013000000000000002,2.4e-05,0.00015,6e-06,0.0313,3.7e-05,5.3e-05,0.00031,9.800000000000001e-05,8.8e-05,0.00041,0.0,0.00041,0.0335,0.0,0.0,0.0,6e-05,0.0,0.0,0.00024,5.9999999999999995e-05,0.0,0.000119,0.0,17
"MURRAY,SUGAR FREE,CHOC CHIP COOKIES",3.0,5.6,27.0,,63.6,4.8,1.2,10.5,6.7,8.1,,,0.0032,0.033,0.111,0.147,0.411,0.0006,,,,,0.00035999999999999997,0.00023,0.0027,,2e-05,0.0007,,,,,,,,,,,,3e-06,,0.007,469
"SNAIL,RAW",79.2,16.1,1.4,1.3,2.0,0.0,0.0,0.361,0.259,0.252,0.0003,0.01,0.0035,0.25,0.272,0.382,0.07,0.001,0.0004,,0.000274,0.0,1e-05,0.00011999999999999999,0.0014,,0.00013000000000000002,6e-05,0.0,6e-05,0.065,5e-06,0.0003,0.0,0.0,0.0,0.0,0.0,0.005,0.0,1e-06,0.05,90
"MOTHER'S,JUNGLE ANIMAL COOKIES",2.0,3.8,25.3,,68.3,0.8,44.2,24.3,0.4,0.3,,,0.0015,0.01,0.063,0.098,0.192,0.0004,,,,,0.00023,0.0002,0.0018,,2e-05,0.00051,,,,,,,,,,,,,,0.001,514
"SNACKS,TORTILLA CHIPS,LT (BAKED W/ LESS OIL)",1.3,8.7,15.2,1.85,73.4,5.7,0.53,2.837,6.341,5.024,0.000243,0.159,0.00163,0.097,0.318,0.272,0.564,0.00115,0.000116,,0.000157,0.0002,0.00022,0.00028000000000000003,0.00041999999999999996,,0.00017999999999999998,0.00016,0.0,0.00016,0.023399999999999997,6e-07,0.0,0.00024,0.00037,0.0,0.0,0.00507,0.0035299999999999997,0.0,7e-06,0.0,465
"CHICKEN,ROASTING,GIBLETS,CKD,SIMMRD",66.32,26.77,5.22,0.83,0.86,0.0,,1.64,1.33,1.22,0.024407999999999996,0.012,0.00609,0.02,0.213,0.16,0.06,0.00463,0.000236,0.000147,0.001001,0.0065,7.4e-05,0.000808,0.004032,0.002512,0.0003,0.00303,0.0,0.00303,,8.45e-05,0.02443,,,,,,,,,0.357,165
"RESTAURANT,MEXICAN,REFRIED BNS",67.57,6.91,6.77,1.96,16.79,8.0,0.78,1.84,1.834,2.344,0.000111,0.057,0.0016200000000000001,0.044,0.128,0.402,0.376,0.00088,0.00016800000000000002,0.000367,8.400000000000001e-05,0.0,0.000135,0.000111,0.000488,0.00029,,0.00029,,0.00029,0.0557,8e-07,0.00011,,,,,,0.00045,,0.000133,0.005,156
"PEAS&ONIONS,FRZ,UNPREP",81.5,3.98,0.32,0.7,13.51,3.5,,0.057,0.031,0.148,0.001632,0.023,0.0015400000000000001,0.021,0.059,0.203,0.061,0.00047999999999999996,0.000103,0.00027400000000000005,6e-06,0.014,0.000297,0.000114,0.00172,0.000156,0.00014399999999999998,0.00045,0.0,0.00045,,0.0,0.0,,,,,,,0.0,,0.0,70
"BABYFOOD,VEG,GRN BNS,JR",92.5,1.2,0.1,0.4,5.8,1.9,1.08,0.023,0.004,0.052,0.001299,0.065,0.00108,0.022,0.019,0.128,0.005,0.00019,4.9000000000000005e-05,,3e-06,0.008400000000000001,2.1000000000000002e-05,0.000102,0.000321,0.00015099999999999998,3.5000000000000004e-05,0.00033,0.0,0.00033,0.022600000000000002,0.0,0.0,0.0,0.00292,0.0,0.0,0.00493,0.00032,0.0,0.000111,0.0,24
"BEEF,LOIN,TENDERLOIN STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW",72.31,21.95,6.02,1.09,0.0,0.0,0.0,2.087,2.224,0.407,3.5999999999999994e-05,0.014,0.0024700000000000004,0.012,0.219,0.295,0.042,0.00333,6.7e-05,8e-06,0.000213,0.0,5.7e-05,0.00033,0.005082,0.000377,0.000616,4e-05,0.0,4e-05,0.0587,3.67e-05,4e-05,0.0,0.0,0.0,0.0,0.0,0.00017999999999999998,0.0,1.5e-05,0.062,142
"SQUASH,WNTR,BUTTERNUT,RAW",86.41,1.0,0.1,0.8,11.69,2.0,2.2,0.021,0.007,0.042,0.03189,0.048,0.0007,0.034,0.033,0.352,0.004,0.00015,7.199999999999999e-05,0.000202,5e-06,0.021,0.0001,2e-05,0.0012,0.0004,0.000154,0.00027,0.0,0.00027,,0.0,0.0,0.00834,0.04226,0.03471,0.0,0.0,0.0014399999999999999,0.0,1.1000000000000001e-05,0.0,45
"BEEF,LOIN,TOP SIRLN CAP STK,BNLS,LN & FAT,1/8"" FAT,AL GDS,RW",67.4,19.9,12.4,0.9,0.0,0.0,0.0,4.619,6.5,0.406,3.9e-05,0.006,0.0024100000000000002,0.022,0.192,0.326,0.08,0.0071200000000000005,0.000131,,0.000281,0.0,8.400000000000001e-05,0.000224,0.003588,,0.000399,3e-05,0.0,3e-05,,2.64e-05,4e-05,0.0,0.0,0.0,0.0,0.0,,1e-06,1.5e-05,0.068,191
"TEMPEH,CKD",59.56,18.19,11.38,1.53,9.35,,,3.4,3.745,2.638,,0.096,0.00213,0.077,0.253,0.401,0.014,0.00157,0.00054,0.001285,0.0,,5.4e-05,0.000357,0.0021349999999999997,0.000453,0.000199,0.00021,0.0,0.00021,,1.4000000000000001e-06,,,,,,,,0.0,,,196
"POULTRY,MECHANICALLY DEBONED,FROM MATURE HENS,RAW",62.95,14.72,19.98,1.15,0.0,0.0,,4.73,9.3,4.55,0.00044699999999999997,0.187,0.00122,0.012,0.132,0.104,0.04,0.0019,6.500000000000001e-05,1.9e-05,0.000157,0.002,9.6e-05,0.00014000000000000001,0.005254,0.000772,0.00028000000000000003,5e-05,0.0,5e-05,,2.7e-06,0.00045,,,,,,,,,0.143,243
"SAUCE,CHILI,PEPPERS,HOT,IMMAT GRN,CND",93.9,0.7,0.1,0.67,5.0,1.9,2.55,0.013,0.068,0.012,0.0017519999999999999,0.005,0.0004,0.012,0.014,0.564,0.025,0.00015,8.7e-05,,2e-06,0.068,2.9999999999999997e-05,2.9999999999999997e-05,0.0007,,0.00014000000000000001,0.00012,0.0,0.00012,0.0048,0.0,0.0,0.00011,0.00333,0.00025,0.0,0.00358,0.00034,0.0,7.099999999999999e-05,0.0,20
"SMART SOUP,VIETNAMESE CARROT LEMONGRASS",88.6,1.3,1.06,0.9,8.2,1.5,4.4,0.35,,,,0.023,0.0,,,,0.145,,,,,0.0,,,,,,,,,,,0.0,,0.01127,,,,,,,0.0,44
"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",47.33,22.26,28.5,1.03,0.0,0.0,,11.57,12.12,1.04,0.0,0.011,0.00218,0.02,0.178,0.313,0.063,0.00523,8.1e-05,1.3e-05,0.000218,0.0,8e-05,0.00017,0.00325,0.00032,0.00027,6e-05,0.0,6e-05,0.0848,2.87e-05,,,,,,,,,,0.082,352
"ALCOHOLIC BEV,DISTILLED,WHISKEY,86 PROOF",63.9,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.003,0.001,0.0,2e-05,1.4e-05,8e-06,0.0,0.0,8e-06,1e-06,5e-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,250
"MORNINGSTAR FARMS ENTREE CHIK'N ENCHILADA W/ RICE,FRZ,UNPREP",74.4,4.6,2.6,1.1,17.3,2.1,2.1,0.9,0.9,0.6,,0.069,0.001,0.027,0.091,0.189,0.193,0.0006,,,,,8.999999999999999e-05,5e-05,0.0012,,0.00011999999999999999,0.00018,,0.00018,,4e-06,,,,,,,0.0,0.0,,0.003,102
"BEEF,NZ,IMP,TENDERLOIN,LN,RAW",71.79,21.19,6.1,1.05,0.0,0.0,0.0,2.446,1.762,0.251,9.299999999999998e-05,0.004,0.00221,0.024,0.204,0.362,0.039,0.00234,0.000104,1.2e-05,4.2999999999999995e-05,0.0,5.4e-05,0.00011899999999999999,0.004054,0.000575,0.00026700000000000004,,,,,1.78e-05,9e-05,0.0,0.0,0.0,0.0,0.0,0.0006,1e-06,,0.058,140
"BABYFOOD,JUC,APPLE-SWEET POTATO",87.9,0.3,0.1,0.29,11.4,0.5,9.6,0.03,0.01,0.05,0.009243,0.015,0.0003,0.007,0.014,0.137,0.005,8e-05,3.2e-05,,1e-06,0.0341,1e-05,2.9999999999999997e-05,0.0001,,7.000000000000001e-05,3e-05,0.0,3e-05,0.004900000000000001,0.0,0.0,0.0,0.01849,0.0,0.0,6e-05,0.00034,0.0,7e-06,0.0,48
"PORK,CURED,HAM,SHANK,BONE-IN,LN,HTD,RSTD",67.46,26.49,3.68,2.88,0.68,0.0,0.68,1.134,1.433,0.592,0.0,0.007,0.0015400000000000001,0.023,0.269,0.378,0.828,0.00278,0.000135,2.7e-05,0.000244,0.0,0.000484,0.000326,0.007397,0.00068,0.000472,1e-05,0.0,1e-05,0.106,6.1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.00033,9e-06,0.0,0.07,139
"EGG,WHOLE,DRIED",3.67,48.37,43.04,3.4,1.53,0.0,0.3,13.516,17.073,6.856,0.0015,0.236,0.00433,0.034,0.629,0.54,0.48,0.00315,0.000203,5.8e-05,0.0016469999999999998,0.0,0.000183,0.001977,0.00034,0.00555,0.000494,0.00119,0.0,0.00119,1.2667,3.3900000000000004e-05,0.0015,0.0,0.0,0.00036,0.0,0.00835,0.00217,3.1e-05,1.2e-05,1.63,605
"FAST FOODS,GRIDDLE CAKE SNDWCH,SAUSAGE",40.11,8.41,17.76,2.47,31.25,1.0,11.23,5.363,7.531,2.414,0.0,0.063,0.0014199999999999998,0.014,0.316,0.145,0.737,0.00076,7.9e-05,0.00019800000000000002,0.00015199999999999998,0.0,0.00020899999999999998,0.000156,0.0030819999999999997,0.000384,0.000108,0.00074,0.00037,0.00037,0.030699999999999998,2.7e-06,0.0,0.0,0.0,0.0,0.0,0.00028,0.0,2e-06,1e-05,0.024,318
"INF FORMULA,MEAD JOHNSON,ENFA,PREM,INFANT,LIQ CONC,NOT REC",75.34,2.72,7.1,0.35,14.34,0.0,14.34,2.943,2.633,1.355,0.001185,0.101,0.00232,0.01,0.055,0.138,0.035,0.00128,9.6e-05,,3.6e-05,0.0156,0.000103,0.00018099999999999998,0.0012829999999999999,,7.8e-05,0.00012,0.00012,0.0,0.031,3.9e-06,0.00118,0.0,0.0,0.0,0.0,0.0,0.00117,1e-05,0.000116,0.0,129
"LAMB,NZ,IMP,RACK - FULLY FRENCHED,LN,CKD,FAST RSTD",66.7,24.39,8.38,1.13,0.0,0.0,0.0,3.196,2.399,0.43,3.2999999999999996e-05,0.011,0.00176,0.024,0.2,0.33,0.067,0.00256,0.000126,8.999999999999999e-06,4.4000000000000006e-05,0.0,5.7e-05,0.00020999999999999998,0.006267,0.00064,0.00029099999999999997,,,,,1.31e-05,3e-05,0.0,0.0,0.0,0.0,0.0,0.00029,1e-06,,0.072,173
"CAMPBELL'S CHUNKY SOUPS,GRILLED CHICK VEG & PASTA SOUP",88.8,2.45,1.02,1.9,5.71,0.8,0.82,0.204,,,0.003672,0.008,0.00015,,,,0.359,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.006,41
"DESSERTS,RENNIN,CHOC,DRY MIX",1.0,2.4,3.3,1.4,91.5,5.1,,1.94,1.08,0.1,8.999999999999999e-06,0.166,0.0025499999999999997,0.081,0.129,0.43,0.187,0.00158,0.000735,0.000643,2.9e-05,0.0,1.4e-05,6.3e-05,0.000306,4.4e-05,3.2e-05,6e-05,0.0,6e-05,,0.0,0.0,,,,,,,,,0.0,363
"CEREALS,CREAM OF RICE,CKD W/ H2O,W/ SALT",87.5,0.9,0.1,0.3,11.5,0.1,0.04,0.02,0.031,0.027,0.0,0.001,0.00396,0.003,0.017,0.02,0.173,0.00016,3.4e-05,0.00014399999999999998,3e-05,0.0,7.099999999999999e-05,1.7999999999999997e-05,0.001039,7.6e-05,2.7e-05,3e-05,0.0,3e-05,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,,0.0,0.0,52
"OYSTER,EASTERN,WILD,CKD,DRY HEAT",82.98,8.87,2.65,1.27,4.23,0.0,0.96,0.736,0.393,0.82,0.00017399999999999997,0.092,0.0071600000000000006,0.028,0.15,0.242,0.132,0.06104,0.004439,0.00045900000000000004,0.000307,0.0,2.5e-05,0.000112,0.001365,0.000347,4.4999999999999996e-05,0.0001,0.0,0.0001,0.101,0.0001291,0.0002,0.0,0.0,0.0,0.0,0.0,0.00132,0.0,1.5e-05,0.062,79
"BAGEL,WHEAT",37.55,10.2,1.53,1.82,48.89,4.1,6.12,0.0,0.29,0.936,0.0,0.02,0.00276,0.051,0.142,0.165,0.439,0.0011,0.000175,0.0014299999999999998,0.000287,0.0,0.00040300000000000004,0.00020899999999999998,0.00337,0.000375,0.000147,0.00076,0.00046,0.00031,0.009800000000000001,0.0,0.0,0.0,2e-05,0.0,0.0,0.00088,0.00032,0.0,1.5e-05,0.0,250
"TROUT,RAINBOW,WILD,RAW",71.87,20.48,3.46,1.31,0.0,0.0,,0.722,1.129,1.237,0.00018599999999999997,0.067,0.0007,0.031,0.271,0.481,0.031,0.00108,0.00010899999999999999,0.000158,0.000126,0.0024,0.000123,0.00010499999999999999,0.005384000000000001,0.000928,0.000406,0.00012,0.0,0.00012,,4.4500000000000004e-05,0.00019,,,,,,,,,0.059,119
"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT ONLY,CKD,STWD",65.59,25.0,9.79,0.86,0.0,0.0,0.0,2.71,3.7,2.24,0.00018599999999999997,0.011,0.0014199999999999998,0.021,0.149,0.183,0.075,0.0025800000000000003,7.7e-05,2e-05,0.000171,0.0,6.3e-05,0.00021799999999999999,0.0052,0.000874,0.00020999999999999998,7e-05,0.0,7e-05,0.0673,2.1e-06,0.00019,0.0,0.0,0.0,0.0,0.0,0.00027,1e-06,3.6e-05,0.09,195
"OCEAN PERCH,ATLANTIC,CKD,DRY HEAT",74.24,18.51,1.87,1.6,0.0,0.0,0.0,0.33,0.575,0.368,0.00013199999999999998,0.034,0.00027,0.027,0.3,0.226,0.347,0.00035,2.6e-05,1.3e-05,0.000346,0.0,4.6e-05,5.7e-05,0.0012150000000000002,0.00032900000000000003,8.400000000000001e-05,0.0001,0.0,0.0001,0.07859999999999999,1.72e-05,0.00015,0.0,0.0,0.0,0.0,0.0,0.00091,1.4e-05,1e-06,0.063,96
"PEPPERS,SWT,RED,FRZ,CHOPD,BLD,DRND,W/ SALT",94.7,0.95,0.18,0.86,3.31,0.8,2.86,0.027,0.012,0.099,0.005751,0.008,0.0005200000000000001,0.007,0.013,0.072,0.24,5e-05,4.4e-05,9.7e-05,2e-06,0.0412,5.1e-05,3.1e-05,0.001082,2.3e-05,0.000108,0.0001,0.0,0.0001,0.0038,0.0,0.0,0.00012,0.00994,0.003,0.0,0.00031,0.00108,0.0,3.4e-05,0.0,16
"POTATOES,BKD,SKN,WO/SALT",47.31,4.29,0.1,2.24,46.06,7.9,1.4,0.026,0.002,0.043,3e-05,0.034,0.00704,0.043,0.101,0.573,0.021,0.00049,0.0008169999999999999,0.000616,7e-06,0.0135,0.000122,0.000106,0.003065,0.000857,0.000614,0.00022,0.0,0.00022,0.031,0.0,0.0,0.0,6e-05,0.0,0.0,0.0003,4e-05,0.0,1.7e-05,0.0,198
"TORTILLA CHIPS,LOFAT,BKD WO/FAT",1.7,11.0,5.7,1.4,80.0,5.3,0.67,0.85,1.66,2.87,0.000312,0.159,0.0016,0.097,0.318,0.272,0.517,0.00115,0.00011,,0.000157,0.0002,0.00022,0.00028000000000000003,0.00041999999999999996,,0.00017999999999999998,0.00016,0.0,0.00016,0.0219,0.0,0.0,0.0003,0.00047,1e-05,0.0,0.00652,0.0007700000000000001,0.0,2e-06,0.0,415
"BURRITO,BF & BEAN,FRZ",50.48,7.26,9.61,1.81,30.84,4.2,0.7,2.949,3.789,1.358,0.000636,0.034,0.00296,0.032,0.072,0.221,0.587,0.00099,0.000211,0.000481,0.000107,0.0008,0.000393,0.000236,0.0028889999999999996,8e-06,8.999999999999999e-05,0.0008,0.00062,0.00017,0.0225,,0.0,0.0,0.00117,0.00021,0.02533,0.00052,0.00064,,6.8e-05,0.008,239
"Snac, grano bar, GENER MILLS, NATUR VALLE, CHEWY TRAIL MIX",9.3,5.71,11.43,1.29,72.27,3.8,42.86,1.435,4.585,4.028,0.003021,0.116,0.00871,0.063,0.168,0.189,0.185,0.00135,0.00022600000000000002,0.001057,0.000105,0.0001,0.00064,0.000391,0.005443,0.000422,0.0005200000000000001,0.00092,0.00072,0.00021,0.0286,0.0,0.00302,0.0,1e-05,0.0,0.0,0.0,0.00266,0.0,7.5e-05,0.0,415
"CABBAGE,CHINESE (PE-TSAI),CKD,BLD,DRND,W/SALT",95.24,1.5,0.17,0.68,2.41,1.7,,0.036,0.02,0.061,0.0029009999999999995,0.032,0.0003,0.01,0.039,0.225,0.245,0.00017999999999999998,2.9e-05,0.000153,4e-06,0.0158,4.4e-05,4.4e-05,0.0005,8e-05,0.000177,0.00053,0.0,0.00053,,0.0,0.0,,,,,,,0.0,,0.0,14
"LAMB,VAR MEATS&BY-PRODUCTS,LIVER,RAW",71.37,20.38,5.02,1.44,1.78,0.0,,1.94,1.05,0.75,0.073836,0.007,0.00737,0.019,0.364,0.313,0.07,0.00466,0.006979,0.000184,0.0008240000000000001,0.004,0.00034,0.00363,0.01611,0.00613,0.0009,0.0023,0.0,0.0023,,0.0009004999999999999,0.07391,,,,,,,,,0.371,139
"PORK,FRSH,LEG (HAM),WHL,LN,RAW",72.9,20.48,5.41,1.05,0.0,0.0,0.0,1.87,2.44,0.58,1.7999999999999997e-05,0.006,0.00101,0.025,0.229,0.369,0.055,0.00227,7.5e-05,2.9e-05,0.000354,0.0009,0.000875,0.000228,0.005338,0.000805,0.0005,9e-05,0.0,9e-05,0.0723,7.1e-06,2e-05,0.0,0.0,0.0,0.0,0.0,0.00017,6e-06,0.0,0.068,136
"PASTRAMI,TURKEY",71.73,16.3,6.21,3.98,3.34,0.1,3.34,1.395,1.93,1.42,3.5999999999999994e-05,0.011,0.004200000000000001,0.014,0.2,0.345,1.123,0.00216,5e-05,1.3e-05,0.000161,0.0081,5.5e-05,0.00025,0.003527,0.00058,0.00027,5e-05,0.0,5e-05,0.06670000000000001,2.4e-06,4e-05,0.0,7e-05,0.0,0.0,0.0,0.00022,2e-06,0.0,0.068,139
